space_id,area_code,idle_space_cnt,culture_facility_cnt,welfare_facility_cnt,commercial_area_cnt,total_pop,youth_pop,elder_pop,avg_life_pop,avg_youth_life_pop,avg_elder_life_pop
330,1162062500,0,0,0,3,24908,10699,6169,22681.39009,7659.566902,4647.369805
331,1162063000,0,0,0,1,17248,7179,4471,21743.08136,7209.713562,4441.799489
332,1162064500,0,0,1,3,22792,11465,5030,26846.18425,11015.49229,4869.676001
333,1162065500,0,0,0,5,17199,7369,4735,15168.73058,5472.391169,3206.060887
334,1162066500,0,6,1,4,23462,10537,5594,19561.19181,7047.844207,3920.075706
335,1162068500,0,3,0,6,22012,10188,5363,19448.25114,7379.677493,3625.903642
336,1162069500,0,1,0,3,23109,15298,2935,26493.67656,13051.33814,3782.398065
337,1162071500,1,0,0,1,14435,3017,4372,13086.90368,2483.471613,3776.337151
338,1162072500,0,1,0,6,19780,9002,4723,23917.98241,7817.04045,5281.766774
339,1162073500,0,0,0,3,24672,11758,4974,32751.22533,14293.9855,6331.604066
340,1162074500,0,0,0,6,20039,4210,8194,23639.77065,4402.05666,6295.993125
341,1162076500,0,0,0,5,28472,7946,9291,27770.79159,6664.872386,6860.844039
342,1162077500,0,0,1,5,24211,6522,8581,21881.33462,4969.881156,5956.608851
343,1165051000,0,4,2,6,19981,5870,4798,29429.76308,7938.559106,7132.109341
344,1165052000,0,2,0,2,24696,7899,4524,44717.34806,14153.5196,8874.164093
345,1165053000,0,13,1,7,32031,10509,7669,62345.29509,17531.50634,15253.22807
346,1165053100,0,1,0,0,29968,6254,6463,41247.75686,12594.46141,9033.770343
347,1165054000,0,3,0,3,34773,8354,7189,39735.63112,9814.889469,9975.674147
348,1165055000,0,0,0,1,216,42,55,6074.868226,1533.877587,1795.894261
349,1165056000,0,1,0,2,33256,8221,6063,37325.68134,9690.234489,7931.385558
350,1165057000,0,2,1,0,26441,4900,5253,27332.82485,6156.309368,6740.943905
351,1165058000,0,0,0,0,23629,5145,4942,23755.77783,5502.234966,6251.902776
352,1165058100,0,2,0,6,18267,4176,4413,40611.61737,10487.42355,10001.16015
353,1165059000,0,3,0,6,19972,4594,4843,19159.72179,4519.633656,4889.250618
354,1165060000,0,0,1,4,16274,4589,4402,18200.2203,4529.90543,4174.422614
355,1165061000,0,0,1,5,17558,4732,5228,22883.45728,5892.856425,5440.521183
356,1165062000,0,0,2,4,15518,3464,4413,17169.49716,3795.425847,4499.190134
357,1165062100,0,2,1,6,23818,6123,5546,27589.08213,6658.304247,6950.280638
358,1165065100,0,5,1,8,40612,10255,11312,58488.16336,15250.62189,13605.74736
359,1165065200,0,1,1,9,20726,7043,5056,39656.67371,10858.96507,10066.38612
360,1165066000,0,1,1,4,16692,3634,5000,24165.66509,5762.568589,5997.048858
361,1168051000,0,7,0,5,15081,3679,4173,29593.82961,8933.886176,6330.404718
362,1168052100,0,2,1,8,20647,8570,4348,40336.76111,13948.92787,7546.827594
363,1168053100,0,5,2,9,20109,6902,4532,39663.08745,12502.09618,7946.920155
364,1168054500,0,12,1,7,25444,5332,7241,41468.43581,11764.99335,8980.246808
365,1168056500,0,12,0,12,25217,6555,6244,41030.16958,11280.8637,9022.440739
366,1168058000,0,9,1,6,12689,3250,3602,44986.0611,14764.24356,9485.12961
367,1168059000,0,4,0,6,30301,8316,5727,38986.30408,10238.94744,9093.933636
368,1168060000,0,1,0,1,23762,3367,4037,30253.00029,7714.624637,6418.581539
369,1168061000,0,3,1,4,38483,6737,8202,49762.46911,12857.048,10686.16254
370,1168063000,0,3,1,7,17980,5773,3210,42214.87378,13965.86505,8617.284308
371,1168064000,0,8,2,14,34174,15864,5713,101280.0929,39826.78144,17242.98844
372,1168065000,0,1,3,4,36100,8672,5486,49548.24627,14419.06827,10978.8672
373,1168065500,0,3,1,4,20720,5167,4760,30552.07505,8262.407487,7063.173219
374,1168065600,0,2,1,2,32088,6188,7674,29273.3778,5921.433085,7872.777796
375,1168066000,0,0,0,1,26627,5360,6256,26379.99169,5431.053071,6364.758501
376,1168067000,0,2,0,2,42035,10204,8557,34432.30289,6939.019617,8478.481015
377,1168067500,0,0,0,0,15920,3753,4654,17079.15276,3488.658683,3855.485343
378,1168069000,0,1,2,5,22974,6146,5725,24301.6764,5760.573642,6144.638642
379,1168070000,2,3,2,5,45955,12747,10956,46603.3886,11119.18108,10083.19619
380,1168072000,0,1,0,0,22417,4531,5315,27048.10741,5602.731909,6632.082507
381,1168073000,0,0,0,1,14074,3888,4900,16554.34358,3559.109375,4097.271384
382,1168074000,0,2,0,0,0,0,0,0,0,0
383,1168075000,1,1,1,1,13533,2813,6622,24141.57905,4780.969919,5517.815356
384,1171051000,0,3,0,2,10753,2561,4019,10341.99427,1968.798723,2729.755208
385,1171052000,0,0,0,0,22922,6720,6215,33875.42071,7670.112688,8602.545927
386,1171053100,0,1,0,2,11725,2996,4008,11095.69104,2350.648508,3124.165524
387,1171053200,0,1,0,2,23058,5642,6943,22601.53871,4593.659288,5909.734745
388,1171054000,0,1,0,2,15169,3238,5758,11364.56124,2541.36627,3183.501243
389,1171055000,0,0,0,4,16961,3630,6797,16851.47011,2889.092715,4961.888884
390,1171056100,0,1,0,3,14926,4016,3912,17879.97248,4682.35125,4129.497231
391,1171056200,0,3,0,7,26189,11618,5768,35552.76863,12219.5972,6709.112386
392,1171056600,0,0,0,0,17522,3294,4829,23705.39096,5727.218797,5533.255228
393,1171057000,0,1,0,8,37150,9397,11192,37866.16497,8092.773145,10055.03357
394,1171058000,0,4,2,4,22867,9195,5563,27595.61528,8778.138535,5582.047789
395,1171059000,0,1,0,1,19313,5069,5035,17644.55731,4293.804315,4086.313636
396,1171060000,0,4,0,7,30086,11531,7419,33915.89573,9585.726983,7599.811458
397,1171061000,0,2,1,3,28369,10809,6616,25891.37221,7007.609456,5654.284758
398,1171062000,0,0,0,6,24534,7731,6739,38436.87628,10141.64506,9550.943602
399,1171063100,0,0,0,1,26960,6279,6222,28259.97864,5810.431391,6644.797735
400,1171063200,0,0,0,4,28574,7769,6827,24977.80075,6235.146364,6028.835269
401,1171064100,0,1,0,3,19614,6378,5377,21689.16298,5843.150706,5097.450296
402,1171064200,0,0,0,2,28687,11640,6229,47635.11871,14130.11839,10730.42846
403,1171064600,0,1,2,3,30677,8673,8082,30028.53068,7013.35375,7391.629274
404,1171064700,0,0,0,0,44962,10339,6667,42437.42142,10549.65624,9189.626324
405,1171065000,0,0,0,4,27298,11052,6193,30726.71711,9528.656687,6462.149449
406,1171067000,0,2,0,0,34626,6380,5816,36477.66308,9071.405444,8211.220531
407,1171068000,0,4,0,0,33638,6520,8919,45253.86237,11256.48696,10263.06792
408,1171069000,0,3,0,1,21148,4116,4601,30489.25745,6369.049805,7117.088058
409,1171071000,0,3,0,1,16299,3535,4509,37159.44921,12164.12833,7438.958239
410,1171072000,0,2,0,0,9323,1940,3190,10786.05928,2512.083763,2583.153293
411,1174051500,0,0,1,1,34345,7510,9405,35256.08105,7485.677614,8245.152164
412,1174052000,0,1,0,1,0,0,0,0,0,0
413,1174052500,0,0,0,0,39009,7699,8410,39984.02107,8602.238468,8790.794644
414,1174052600,0,0,0,0,13310,3324,3008,16551.30772,4005.269261,3618.727137
415,1174053000,0,0,0,3,24637,5999,6671,26416.98463,5588.272453,6228.708172
416,1174054000,0,1,1,2,16868,3645,4298,16012.05497,3872.231552,3438.115363
417,1174055000,0,1,1,1,23684,3953,4894,22129.62897,4368.459039,4874.727177
418,1174056000,0,0,0,3,26256,6326,5524,24907.87636,5207.327325,5618.534281
419,1174057000,0,1,0,4,32675,8532,10169,34224.75274,7839.009362,8608.238414
420,1174058000,0,2,0,3,14539,4342,3910,15081.06861,3332.474503,3777.495894
421,1174059000,0,0,0,0,16830,3578,4348,19983.19743,4071.893629,4782.182702
422,1174060000,0,1,0,5,25025,6701,8603,23769.157,5196.72496,5991.397453
423,1174061000,0,2,1,7,34829,11352,10131,41528.41669,9784.166956,10328.31745
424,1174062000,0,1,0,4,26294,9510,7532,28897.49528,8042.68168,6584.481223
425,1174064000,0,2,0,5,18917,5339,5104,21470.93548,5038.684247,5351.420262
426,1174065000,0,0,0,3,24236,8673,7152,25490.59509,6665.36086,5767.669583
427,1174066000,0,2,0,5,21539,6258,6444,28414.94633,6779.956976,7113.846781
428,1174068500,0,1,0,8,48199,14902,14183,59211.27991,14222.58056,14408.8617
429,1174069000,0,0,1,0,32743,8438,6914,30615.70058,6527.447386,6688.22832
430,1174070000,0,0,0,5,25192,6985,7216,26220.47061,5942.70838,6414.343871
